# index, id, female, _pos
491,699,0,"array([ 13.75674547, -13.20402906])"
492,700,0,"array([ 10.27757806, -15.09462961])"
493,701,0,"array([ 5.3013449 , -6.96933591])"
494,702,0,"array([ 10.32903833, -13.91863062])"
495,703,0,"array([ 7.21698328, -9.96404267])"
496,704,0,"array([  6.00357078, -18.30828456])"
497,706,0,"array([ 10.23425712, -11.74280282])"
498,707,0,"array([14.91199599, -8.06837463])"
499,709,0,"array([  2.69860584, -16.96192878])"
500,711,0,"array([  8.31767601, -12.37300296])"
501,714,0,"array([ 10.62950418, -10.47532165])"
502,720,0,"array([  9.90557213, -11.81549811])"
503,736,0,"array([  9.73437701, -15.0648125 ])"
504,743,0,"array([  8.84986593, -13.09601445])"
505,744,0,"array([  9.34253122, -12.86397448])"
506,752,0,"array([  9.18522782, -10.1794599 ])"
507,754,0,"array([  5.75558544, -13.57530694])"
508,766,0,"array([ 13.15620043, -14.4642821 ])"
509,771,0,"array([ 3.74217376, -5.9266374 ])"
510,772,0,"array([  2.81642929, -11.50737992])"
511,774,0,"array([ 12.85431779, -11.71364862])"
512,780,0,"array([ 11.46666513, -13.02309306])"
513,781,0,"array([ 13.32078946, -12.11966515])"
514,782,0,"array([  4.72074518, -19.30394015])"
515,783,0,"array([  9.15489908, -18.89308234])"
516,784,0,"array([ 3.15791422, -6.36103637])"
517,785,0,"array([  8.85371998, -13.84826702])"
518,786,0,"array([ 12.78046683, -15.61136558])"
519,788,0,"array([  6.08437126, -14.50439441])"
520,791,0,"array([11.05987349, -4.30869019])"
521,797,0,"array([ 10.34116703, -10.18579221])"
522,798,0,"array([ 11.00631861, -13.7955458 ])"
523,799,0,"array([  1.68251981, -16.52415215])"
524,801,0,"array([  9.16766636, -20.89672789])"
525,802,0,"array([ 12.60176875, -18.56617167])"
526,804,0,"array([  1.91925974, -10.25064492])"
527,805,0,"array([11.64449055, -8.76412982])"
528,807,0,"array([ 16.67993211, -12.31998583])"
529,809,0,"array([ 12.31300018, -11.17094212])"
530,812,0,"array([ 12.03728012, -11.46328231])"
531,813,0,"array([  3.05746548, -14.63400628])"
532,830,0,"array([14.56131924, -7.19704119])"
533,843,0,"array([  7.55651828, -18.8602933 ])"
534,845,0,"array([ 6.3042271 , -9.68271673])"
535,846,0,"array([10.04203302, -8.44600162])"
